call_id,date,exchange,q,ticker,capability,segment_id,window_start,window_end,matched_terms,segment_text
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,sensing,4,13071,13080,shape,the debate you can shape some of these things
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,sensing,5,13095,13104,sense,of these dialogs my sense is i walk away
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,sensing,6,18553,18562,sense,that gives you a sense of what s valuable
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,1,2098,2107,invest,our reinvent bp program invest in a disciplined manner
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,2,2211,2220,invest,deteriorate we plan to invest around billion in low
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,3,6000,6013,investing,down to billion then investing into the transition investing into the hydrocarbons and
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,4,9855,9864,invest,through time if we invest on a continuous basis
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,5,11977,11990,invest,debt down to billion invest into the transition invest in the resilient and
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,6,12409,12418,invest,when you don t invest in it obviously given
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,7,16808,16817,invested,unfortunately the absolute capital invested is almost becomes de
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,8,16866,16875,invest,to be able to invest or the capital you
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,seizing,9,17643,17652,investing,doing in terms of investing into how those permian
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,transforming,1,883,892,transforming,focus on performing while transforming i d like to
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,transforming,2,3177,3186,transform,the group needs to transform so i want to
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,transforming,3,5121,5130,transforming,focusing on performing while transforming through extraordinary circumstances we
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,transforming,4,13360,13369,transform,us the permission to transform the company which is
372,2021-02-02 04:00:00,NYSE,2020-Q4,BP,transforming,5,13370,13379,transform,we say perform or transform and murray and i
373,2020-05-11 09:00:00,NYSE,2020-Q1,VRS,seizing,1,4363,4372,invest,going to continue to invest in that project adam
374,2020-05-09 21:00:00,NASDAQ,2020-Q2,GEOS,sensing,1,1166,1175,sensing,of optoseis fiber optic sensing technology in combination with
374,2020-05-09 21:00:00,NASDAQ,2020-Q2,GEOS,sensing,2,5096,5105,sense,do we have any sense for what the market
375,2020-04-30 10:00:00,NASDAQ,2020-Q1,SPOK,seizing,1,4447,4456,invest,we also continue to invest in our company to
375,2020-04-30 10:00:00,NASDAQ,2020-Q1,SPOK,seizing,2,4721,4730,investing,the future while still investing in our platform we
375,2020-04-30 10:00:00,NASDAQ,2020-Q1,SPOK,seizing,3,6176,6185,invested,the money you ve invested and the amount of
375,2020-04-30 10:00:00,NASDAQ,2020-Q1,SPOK,seizing,4,6707,6716,investing,being pressed we are investing a lot of money
375,2020-04-30 10:00:00,NASDAQ,2020-Q1,SPOK,seizing,5,6765,6774,investing,we won t be investing million a year in
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,sensing,1,2168,2177,sense,like it makes more sense to wait until the
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,sensing,2,2509,2518,sense,makes a lot of sense and it s helpful
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,sensing,3,3481,3490,senses,these gathering places these senses of place within your
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,seizing,1,352,361,invested,the same time we invested for the future grew
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,seizing,2,4390,4399,invest,and we want to invest with our team and
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,seizing,3,4940,4949,investing,larger dollar amount is investing in the business the
376,2021-04-29 17:00:00,NYSE,2021-Q2,BZH,seizing,4,5030,5039,investing,returns we can make investing in the business so
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,1,385,394,shaping,we see the year shaping up and as you
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,2,1527,1536,sense,and you get a sense of that with the
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,3,1593,1602,sense,it doesn t make sense especially from an environmental
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,4,4134,4143,shaping,see the full year shaping up because of a
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,5,7790,7799,shape,we re in good shape so far linda ezergailis
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,6,8545,8554,sense,trying to get a sense of how much other
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,7,9602,9611,sense,does it makes perfect sense just trying to think
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,sensing,8,9941,9950,sense,you think it makes sense to seek financial assistance
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,seizing,1,1859,1868,invested,us to billion of invested investable capacity annually so
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,seizing,2,7110,7119,invest,term how you might invest in connectivity and other
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,seizing,3,9093,9102,invest,where one needs to invest but at the same
377,2021-05-07 09:00:00,NYSE,2021-Q1,ENB,seizing,4,9169,9178,investing,to be something like investing even further with next
378,2021-05-11 08:00:00,NYSE,2021-Q1,IGT,sensing,1,3822,3831,sense,point it may make sense for us to consider
378,2021-05-11 08:00:00,NYSE,2021-Q1,IGT,seizing,1,1373,1382,investing,new jurisdictions we are investing to support this growth
378,2021-05-11 08:00:00,NYSE,2021-Q1,IGT,seizing,2,1497,1506,investing,into our commitment to investing in three main objectives
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,1,3897,3906,sense,might make the most sense for a next stage
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,2,4717,4726,sense,wanted to get a sense of how intertwined the
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,3,4783,4792,sense,your portfolio that makes sense to be lumped into
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,4,7684,7693,sense,that out getting a sense of how much of
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,5,8034,8043,sense,perfect world that makes sense we don t live
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,6,8734,8743,shape,be in very good shape and let s not
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,7,8758,8767,shape,we re in good shape there steve chercover d
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,8,8809,8818,sense,the end here any sense what the cash costs
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,9,8988,8997,sense,okay and then any sense what your operating rate
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,sensing,10,9404,9413,sense,you give us some sense of what that might
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,seizing,1,2456,2465,invested,flow and return on invested capital and enables our
379,2020-08-07 10:00:00,NYSE,2020-Q2,UFS,seizing,2,5641,5650,invest,approach has been to invest in the business to
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,sensing,1,8840,8849,sense,it is bundling makes sense if the underlying products
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,1,503,512,invest,hospital customers continue to invest in building their intuitive
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,2,1569,1578,investing,instruments we ve been investing capital in our manufacturing
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,3,1627,1645,invest,us greater ability to invest in higher volume processes we ll continue to invest in this cycle going
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,4,1678,1687,invest,result we continue to invest in our innovation engines
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,5,3299,3308,invest,we ll continue to invest in the business for
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,6,3315,3324,invest,covid we continue to invest in product development activities
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,7,4632,4641,invest,absorbed some folks will invest ahead getting ready and
380,2021-01-21 16:30:00,NASDAQ,2020-Q4,ISRG,seizing,8,5499,5508,invest,want to continue to invest in the r d
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,sensing,1,718,727,shape,campaigns in some way shape or form they continued
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,sensing,2,978,987,sense,to return to some sense of normal more broadly
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,sensing,3,1010,1019,sense,to give you a sense of these trends and
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,sensing,4,8238,8247,sense,walmart it makes absolute sense for other companies like
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,sensing,5,10375,10384,sense,and scale in the sense that we are pointed
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,1,678,687,investing,all while we are investing in our future as
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,2,727,736,invest,to shift spend and invest in ad opportunities that
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,3,4231,4240,invest,why we continue to invest in our platform with
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,4,4305,4314,investing,sign that we are investing in the right way
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,5,5487,5496,invest,as we continue to invest in the long term
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,6,5588,5597,invest,our platform while we invest in and scale our
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,7,6768,6777,invest,lots of areas to invest in i mentioned a
381,2021-02-18 17:00:00,NASDAQ,2020-Q4,TTD,seizing,8,6853,6862,invest,target we want to invest in areas that drive
382,,NASDAQ,2018-Q2,DISC.A,sensing,1,9034,9043,sense,disadvantage which makes no sense and so by putting
382,,NASDAQ,2018-Q2,DISC.A,sensing,2,10730,10739,sense,you give us a sense of the consolidated u
382,,NASDAQ,2018-Q2,DISC.A,transforming,1,2547,2556,transforming,realize the benefits of transforming the new discovery with
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,sensing,1,6346,6355,sense,month enhancedclean contracts my sense is a lot of
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,sensing,2,8376,8385,sense,sort of get a sense of whether we begin
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,sensing,3,8442,8451,sense,wanted to get a sense of that survey work
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,sensing,4,8463,8472,sense,do you get a sense that maybe some of
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,1,1472,1481,investing,are going to be investing in our clients team
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,2,2022,2031,invest,with great opportunity to invest in our future growth
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,3,5935,5944,investing,to be thinking about investing into our business over
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,4,6965,6974,invest,re moving aggressively to invest in and to exploit
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,5,7153,7162,investing,this work stream and investing into the business organically
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,6,7189,7198,investing,re going to be investing in our tech right
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,7,7342,7357,invest,about our ability to invest in our people and to invest in technology and again
383,2021-03-10 08:30:00,NYSE,2021-Q1,ABM,seizing,8,8016,8025,investing,that we currently are investing against our future it
384,2021-05-05 08:30:00,NASDAQ,2021-Q1,RDWR,seizing,1,742,751,invest,and they chose to invest in radware s web
384,2021-05-05 08:30:00,NASDAQ,2021-Q1,RDWR,seizing,2,1216,1225,invest,few we continue to invest in these strategic relationships
384,2021-05-05 08:30:00,NASDAQ,2021-Q1,RDWR,seizing,3,1826,1835,invested,of our cash is invested in highly liquid u
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,sensing,1,8372,8381,sense,one follow up any sense of timing you could
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,sensing,2,9892,9901,sense,give us maybe a sense of your balance now
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,1,482,491,invest,disruption while continuing to invest behind our strategy most
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,2,3791,3800,invest,of cash is to invest behind our brands and
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,3,3922,3931,invest,be working quickly to invest as the environment began
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,4,10027,10036,investing,that we have been investing for now five years
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,5,10482,10491,investing,that we ve been investing since ze was founded
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,6,10587,10596,invested,the momentum and we invested accordingly and the guidance
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,seizing,7,10612,10621,investing,fuel the momentum and investing behind the growth so
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,transforming,1,404,413,revamped,beers enhanced by a revamped innovation process we re
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,transforming,2,2535,2544,transform,for bees to truly transform our customer relationships and
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,transforming,3,6880,6889,redesigned,s announcement of a redesigned distribution partnership between heineken
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,transforming,4,10166,10175,transform,this is going to transform our business and our
385,2021-02-25 09:00:00,NYSE,2020-Q4,BUD,transforming,5,10719,10728,revamped,in class brand portfolio revamped innovation process digital platforms
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,sensing,1,8634,8643,shape,we are in great shape and in some markets
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,sensing,2,9658,9667,sense,didn t think made sense from a long term
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,1,554,563,invest,year while continuing to invest in long term initiatives
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,2,861,870,investing,to reposition this means investing in new mobility products
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,3,1214,1223,invest,in we expect to invest million to million in
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,4,1451,1460,investing,for our mobility business investing for growth and delivery
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,5,4107,4116,invest,that can afford to invest in those areas and
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,6,4248,4257,invest,of that profitability and invest back in so it
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,7,4426,4443,investing,side as opposed to investing more heavily on the supply side and investing a deepening on the
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,8,5287,5296,invest,continue to lean and invest and grow you are
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,9,5557,5566,invest,we will continue to invest for growth dara khosrowshahi
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,10,5813,5822,invest,the technology that we invest in to make sure
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,11,6100,6109,invested,platform and we ve invested in i think we
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,seizing,12,8297,8306,investing,economics scaling and really investing and building in the
387,2021-02-10 16:30:00,NYSE,2020-Q4,UBER,transforming,1,640,649,redesigned,business for instance our redesigned uber super app already
388,2020-01-23 10:00:00,NYSE,2020-Q1,HZO,sensing,1,2956,2965,sense,to the year my sense is you may revisit
388,2020-01-23 10:00:00,NYSE,2020-Q1,HZO,sensing,2,4170,4179,sense,you give us a sense of maybe how much
390,2021-05-05 10:00:00,NYSE,2021-Q1,STAG,sensing,1,2790,2799,sense,you give us a sense where the in place
390,2021-05-05 10:00:00,NYSE,2021-Q1,STAG,sensing,2,4848,4857,sense,year what s your sense about fallout is there
390,2021-05-05 10:00:00,NYSE,2021-Q1,STAG,seizing,1,628,637,invested,run we have continually invested in the platform broadened
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,sensing,1,3535,3544,sense,we believe this made sense and will allow us
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,sensing,2,3657,3666,shape,is now in great shape since we no longer
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,sensing,3,4854,4863,shape,in very very good shape anyway so by having
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,sensing,4,4878,4887,shape,the pandemic in good shape we have allocated some
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,sensing,5,5547,5556,sense,trying to get a sense of how much variance
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,sensing,6,6518,6527,sense,not a lot of sense so we ll be
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,seizing,1,1383,1392,investing,every hotel gm and investing of their time to
392,2021-05-04 10:00:00,NYSE,2021-Q1,CLDT,seizing,2,2788,2797,invested,about million and we invested approximately million in our
393,2019-10-29 17:00:00,NASDAQ,2019-Q3,MAT,sensing,1,8949,8958,sense,does it still make sense now to not own
393,2019-10-29 17:00:00,NASDAQ,2019-Q3,MAT,sensing,2,8990,8999,sense,cases it would make sense to retain ownership of
393,2019-10-29 17:00:00,NASDAQ,2019-Q3,MAT,transforming,1,433,442,transform,on our strategy to transform mattel into an ip
393,2019-10-29 17:00:00,NASDAQ,2019-Q3,MAT,transforming,2,2023,2032,transforming,and consistent progress in transforming mattel into an ip
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,1,3140,3149,shape,banking franchise in good shape and are optimistic about
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,2,4835,4844,sense,re right in the sense that spending i think
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,3,4853,4862,sense,u s in the sense that we start benefiting
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,4,5398,5407,sense,you give us a sense of the trajectory of
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,5,7395,7404,sense,it gives you a sense of the sensitivity it
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,6,7488,7497,sense,you ll get a sense of the all in
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,7,9539,9548,sense,just to get a sense of tushar morzaria group
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,8,10832,10841,sense,that doesn t make sense but that s how
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,9,10851,10860,shape,the right sort of shape of the company we
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,10,13005,13014,shape,do you see the shape of the group in
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,sensing,11,13919,13928,sense,us to get a sense of the currency effect
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,1,912,921,invest,response we continue to invest in our technology platform
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,2,1215,1224,investing,financing by and directly investing gbp million in sustainability
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,3,2108,2117,investing,drive cost efficiencies while investing in the franchises where
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,4,4106,4115,invest,costs and continue to invest in the future of
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,5,7768,7777,invest,of all continue to invest in some of our
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,6,7843,7852,invest,year to continue to invest i haven t given
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,7,10581,10590,invest,that we continue to invest and cost income ratio
394,2021-02-18 04:30:00,NYSE,2020-Q4,BCS,seizing,8,10771,10780,invest,us to continue to invest and focus on the
395,2021-01-26 09:00:00,NYSE,2020-Q4,ADM,sensing,1,7390,7399,sense,by covid in the sense that there are some
395,2021-01-26 09:00:00,NYSE,2020-Q4,ADM,sensing,2,9141,9150,sense,from brazil in that sense benjamin theurer barclays capital
395,2021-01-26 09:00:00,NYSE,2020-Q4,ADM,seizing,1,5318,5327,investing,to grow we are investing in that business and
395,2021-01-26 09:00:00,NYSE,2020-Q4,ADM,seizing,2,7477,7486,investing,a business that is investing in growth but it
395,2021-01-26 09:00:00,NYSE,2020-Q4,ADM,seizing,3,8016,8025,invest,so we continue to invest in science in customer
396,2022-08-01 16:30:00,NYSE,2022-Q2,ANET,sensing,1,3385,3394,sense,kind of get a sense for what you re
396,2022-08-01 16:30:00,NYSE,2022-Q2,ANET,sensing,2,3880,3889,sense,a time that makes sense but the question i
396,2022-08-01 16:30:00,NYSE,2022-Q2,ANET,sensing,3,5750,5759,sense,to give us a sense of kind of the
396,2022-08-01 16:30:00,NYSE,2022-Q2,ANET,sensing,4,8955,8968,sense,in that area any sense for magnitude any sense for timing in terms
396,2022-08-01 16:30:00,NYSE,2022-Q2,ANET,sensing,5,9057,9066,sense,analyst got it any sense of magnitude on the
399,2021-04-22 17:00:00,NASDAQ,2021-Q2,CLFD,seizing,1,588,597,invest,future quarters as we invest in additional resources within
399,2021-04-22 17:00:00,NASDAQ,2021-Q2,CLFD,seizing,2,2044,2053,investing,the country we began investing early last fall in
400,2021-04-29 13:00:00,NYSE,2021-Q1,SO,sensing,1,7158,7167,sense,order to in a sense start of hot functional
400,2021-04-29 13:00:00,NYSE,2021-Q1,SO,sensing,2,8634,8643,sense,do you have any sense of vaccination rates among
400,2021-04-29 13:00:00,NYSE,2021-Q1,SO,seizing,1,555,564,invest,consider plan for and invest in infrastructure needed to
400,2021-04-29 13:00:00,NYSE,2021-Q1,SO,transforming,1,12517,12526,transform,but the opportunity to transform your key and obviously
400,2021-04-29 13:00:00,NYSE,2021-Q1,SO,transforming,2,12663,12672,reconfiguring,secret sauce here is reconfiguring the portfolio absent coal
401,2020-05-27 21:00:00,NYSE,2020-Q1,BEST,seizing,1,920,929,investing,we plan to continue investing in automation and applying
401,2020-05-27 21:00:00,NYSE,2020-Q1,BEST,seizing,2,1834,1843,investing,on capital allocation and investing we have fortified our
401,2020-05-27 21:00:00,NYSE,2020-Q1,BEST,seizing,3,2582,2591,invest,as we continue to invest in technology please note
401,2020-05-27 21:00:00,NYSE,2020-Q1,BEST,seizing,4,2604,2613,invest,sg a expense and invest in r d to
401,2020-05-27 21:00:00,NYSE,2020-Q1,BEST,seizing,5,3459,3468,investing,in terms of capex investing in automation is still
401,2020-05-27 21:00:00,NYSE,2020-Q1,BEST,seizing,6,3479,3488,invest,our plan is to invest rmb billion in capex
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,sensing,1,3693,3702,shape,model is in fantastic shape but could you guys
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,sensing,2,4053,4062,shape,springs are in great shape in fact there is
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,sensing,3,6581,6590,shape,development are in great shape it is tracking to
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,sensing,4,7183,7192,sense,just give us a sense of where they are
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,sensing,5,7313,7322,sense,components if that makes sense to you but as
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,seizing,1,2586,2595,invested,last year consumers have invested a slightly larger portion
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,seizing,2,2671,2680,invest,are more willing to invest in a high quality
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,seizing,3,5551,5560,invest,we have got to invest somewhere whether that be
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,seizing,4,5579,5588,invested,certainly got to be invested in somewhere because our
402,2021-07-29 08:00:00,NYSE,2021-Q2,TPX,transforming,1,6868,6877,revamping,seems like they are revamping their own marketing campaigns
403,2021-02-24 16:30:00,NASDAQ,2020-Q4,ADPT,sensing,1,623,632,sense,future indications the immune sense study for t detect
403,2021-02-24 16:30:00,NASDAQ,2020-Q4,ADPT,sensing,2,1690,1699,sense,remainder of the immune sense lyme study during this
403,2021-02-24 16:30:00,NASDAQ,2020-Q4,ADPT,sensing,3,6980,6989,sense,trying to get a sense of what that could
403,2021-02-24 16:30:00,NASDAQ,2020-Q4,ADPT,seizing,1,3769,3778,invested,year over year we invested in additional lab personnel
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,1,217,226,shape,re all in good shape healthy in light of
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,2,6820,6829,sense,just give us a sense on what initiatives you
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,3,7675,7684,sense,or partially in that sense also please note that
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,4,11075,11084,sense,you give us a sense of what you think
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,5,13759,13768,sense,could we have a sense of magnitude do you
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,6,16329,16338,sense,just give us a sense of how you expect
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,sensing,7,16364,16373,sense,give a bit of sense of where you re
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,seizing,1,3633,3642,invest,where we want to invest so we will continue
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,seizing,2,5902,5911,invest,using those savings to invest in bonds and we
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,seizing,3,6177,6186,investing,investment fund that is investing in bonds it s
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,seizing,4,9449,9458,investing,decreases because nobody is investing so you would expect
404,2020-05-09 21:00:00,NYSE,2020-Q1,ING,seizing,5,11425,11434,invested,one that we have invested in in many more
405,2019-07-23 08:30:00,NYSE,2019-Q2,ATI,sensing,1,4362,4371,sense,trying to get a sense of the speech overlap
405,2019-07-23 08:30:00,NYSE,2019-Q2,ATI,sensing,2,5954,5963,sense,trying to get a sense of profitability of the
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,1,1919,1928,investing,by doubling down and investing in the next generation
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,2,3917,3926,invest,unchanged we continue to invest confidently in our future
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,3,4092,4101,invest,we have continued to invest in the business and
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,4,4112,4121,investing,what we do best investing in our product and
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,5,4812,4821,invest,we will continue to invest in our pipeline we
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,6,4832,4841,invest,we will continue to invest there obviously we are
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,7,4907,4916,invest,need to continue to invest during difficult circumstances and
406,2020-04-30 17:00:00,NASDAQ,2020-Q2,AAPL,seizing,8,5023,5032,investing,apple pull back from investing and you as a
407,2022-07-27 16:30:00,NYSE,2022-Q2,NCR,seizing,1,925,934,invest,solution and continued to invest in our direct distribution
407,2022-07-27 16:30:00,NYSE,2022-Q2,NCR,seizing,2,1864,1873,invested,working capital we have invested roughly million in working
407,2022-07-27 16:30:00,NYSE,2022-Q2,NCR,seizing,3,2893,2902,invested,on the street and invested in sales and marketing
407,2022-07-27 16:30:00,NYSE,2022-Q2,NCR,seizing,4,3055,3064,invested,inventory both increased we invested in working capital to
407,2022-07-27 16:30:00,NYSE,2022-Q2,NCR,transforming,1,498,507,transform,and continue to successfully transform ncr into a software
407,2022-07-27 16:30:00,NYSE,2022-Q2,NCR,transforming,2,3251,3260,transforming,made significant strategic progress transforming ncr to a software
